parksid,gardenname,jurisdiction,borough,address,cross_streets,zipcode,bbl,lotsize,areacovered,status,openhrssu,openhrsm,openhrstu,openhrsw,openhrsth,openhrsf,openhrssa,coundist,communityboard,nta,census_tract,congressionaldist,assemblydist,statesenatedist,policeprecinct,longitude,latitude,point_geometry_wgs84
B461-GT001,Euclid 500 Community Garden,DPR,Brooklyn,532 Euclid Avenue,Belmont & Sutter Avenues,11208,3042490086,,,Active,8:00 a.m. - 12:00 p.m.,6:00 a.m. -  9:00 a.m.,6:00 a.m. -  9:00 a.m.,6:00 a.m. -  9:00 a.m.,6:00 a.m. -  9:00 a.m.,6:00 a.m. -  9:00 a.m.,8:00 a.m.- 12:00 p.m.,42,305,BK82 /,1196.0,7,60,19,75,-73.871686,40.673888,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00c\x98\x13\xB4\xC9wR\xC0[\x95D\xF6AVD@
B442-GT001,Artsy Bloom Community Garden,DPR,Brooklyn,716 Sutter Avenue,corner of Wyona St.,11207,3037750024,,,Active,11:00 a.m. - 7:00 p.m.,9:00a.m.-2:00p.m.,9:00a.m.-2:00p.m.,9:00a.m.-2:00p.m.,9:00a.m.-2:00p.m.,9:00a.m.-2:00p.m.,11:00 a.m. - 7:00 p.m.,42,305,BK85 /,1158.0,8,60,19,75,-73.892083,40.669704,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00S\x94K\xE3\x17yR\xC0\x0C\x00U\xDC\xB8UD@
B441-GT001,American Heart Garden,DPR,Brooklyn,122 Hart Street,Tompkins & Marcy Avenues,11206,3017710029,,,Active,9:00 a.m. - 3:00 p.m.,9:00 a.m. - 3:00 p.m.,9:00 a.m. - 3:00 p.m.,9:00 a.m. - 3:00 p.m.,9:00 a.m. - 3:00 p.m.,9:00 a.m. - 3:00 p.m.,9:00 a.m. - 3:00 p.m.,36,303,BK75 /,261.0,8,56,25,79,-73.946688,40.693177,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x00\xE1C\x89\x96|R\xC0p\xAB \x06\xBAXD@
B440-GT001,Amboy Street Garden,DPR,Brooklyn,208 Amboy Street,between Blake & Herzl,11212,3035390051,6000.0,Full Lot,Active,11:00 a.m. -  4:00 p.m.,CLOSED,CLOSED,CLOSED,11:00 a.m. -  4:00 p.m.,11:00 a.m. -  4:00 p.m.,11:00 a.m. -  4:00 p.m.,41,316,BK81 /,902.0,8,55,25,73,-73.913836,40.665361,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x15z\xFDI|zR\xC0U\x84\x9B\x8C*UD@
B427-GT001,Sunshine Community Garden,DPR,Brooklyn,101 McKibbin Street,Manhattan & Graham Avenues,11206,3030790038,,,Active,11:00 a.m. - 3:00 .p.m.,,,,,12:00 p.m. - 4:00 p.m.,2:00 p.m. - 6:00 p.m.,34,301,BK90 /,505.0,7,53,18,90,-73.943969,40.705291,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x05\xDC\xF3\xFCi|R\xC0\xE2\x94\xB9\xF9FZD@
B417-GT001,Paradise Community Garden,DPR,Brooklyn,686 Glenmore Avenue,Ashford St. & Cleveland St.,11207,3040000014,,,Active,CLOSED,9:30 a.m. - 12:00 p.m.,9:30 a.m. - 12:00 p.m.,9:30 a.m. - 12:00 p.m.,9:30 a.m. - 12:00 p.m.,9:30 a.m. - 12:00 p.m.,9:30 a.m. - 12:00 p.m.,42,305,BK82 /,1150.0,8,54,19,75,-73.884904,40.674654,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00`\x06cD\xA2xR\xC0\xCA\x0E\xF1\x0F[VD@
B390-GT001,Urban Meadow,DPR,Brooklyn,125 Van Brunt Street,Corner of President & Van Brunt Streets,11231,3003410061,1500.0,Full Lot,Active,9:00 a.m. - 2:00 p.m.,CLOSED,CLOSED,CLOSED,9:00 a.m. - 7:00 p.m.,CLOSED,9:00 a.m. - 2:00 p.m.,39,306,BK33 /,51.0,10,51,26,76,-74.005286,40.684467,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x1BH\x17\x9BV\x80R\xC0{\x18Z\x9D\x9CWD@
B507-GT001,A Better Community Garden,DPR,Brooklyn,3 Hunterfly Place,Atlantic Avenue & Herkimer Street,11233,3017080035,,,Active,10:00 a.m. - 12:00 p.m.,1:00 p.m. - 5 ;00 p.m.,8:00 a.m. - 11:00 a.m.,,,,9:00 a.m. - 12:00 p.m.,36,303,BK61 /,299.0,8,56,20,81,-73.928118,40.678063,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x0D5\x0AIf{R\xC0X\xD0\xB4\xC4\xCAVD@
B436-GT001,Gethsemane Garden,DPR,Brooklyn,148 Newport Street,Chester & Bristol Streets,11212,3036130030,2000.0,Full Lot,Inactive (No Group),,,,,,,,41,316,BK81 /,916.0,8,55,19,73,-73.909645,40.659015,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x13~\xA9\x9F7zR\xC0hI\x80\x9AZTD@
B581-GT001,Warwick Street Greenery Glow Garden,DPR,Brooklyn,601 Warwick Street,Blake & Dumont,11207,3004063015,1800.0,Full Lot,Active,,9:00 a.m. - 1:00 p.m. & 2:00 p.m. - 6:00 p.m.,9:00 a.m. - 1:00 p.m. & 2:00 p.m. - 6:00 p.m.,9:00 a.m. - 1:00 p.m. &  2:00 p.m. - 6:00 p.m.,9:00 a.m. - 1:00 p.m. &  2:00 p.m. - 6:00 p.m.,9:00 a.m. -12:00 p.  &  1:00 p.m. - 4:00 p.m.,9:00 a.m.- 4:00 p.m.,42,305,BK82 /,1162.0,8,60,19,75,-73.884381,40.66867,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x0B\x0D\xC4\xB2\x99xR\xC0{\xE8\x82\xFA\x96UD@
QGT002,"Curtis ""50 Cent"" Community Garden",NYRP,Queens,117-09 165th Street,At Foch Boulevard,11434,4123560021,,,Active,,,,,,,,28,412,QN76 /,284.0,5,32,10,113,-73.780947,40.684648,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x002: \x09\xFBqR\xC0\xC8\xA2\xB0\x8B\xA2WD@
Q440-GT001,Essential Garden,DPR,Queens,13328 133rd Ave,"133rd Ave. and 135th Ave, and 143rd Street and 145th Street",11436,4120890008,,,Not GreenThumb,,,,,,,,28,412,QN55 /,814.0,5,32,10,113,-73.805515,40.669074,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xFF[\xC9\x8E\x8DsR\xC0MM\x827\xA4UD@
QGT008,McIntosh Neighborhood Association Garden,BQLT,Queens,25-16 McIntosh Street,27th Avenue & 25th Avenue  (25-16 McIntosh Street),11369,4016500002,,,Active,,,,,,,,21,403,QN27 /,367.0,14,35,13,115,-73.869527,40.764081,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00L\xFF\x92T\xA6wR\xC0Z?\xFDg\xCDaD@
XGT044,People's Garden,PRI,Bronx,1323 Prospect Avenue,corner of E. 168th St and Prospect Ave.,10459,2026820041,3142.0,Full Lot,Not GreenThumb,,,,,,,,17,203,BX35 /,151.0,15,79,32,42,-73.898235,40.828719,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xD8G\xA7\xAE|yR\xC0tI\xD5v\x13jD@
B561-GT001,Saratoga Farm,DPR,Brooklyn,1969 Fulton Street,Saratoga St. & Hull St.,11233,3015370031,1550.0,Full Lot,Active,,9:00 a.m. - 12:30 p.m. & 12:30 p.m. - 3:00 p.m.,9:00 a.m. - 12:30 p.m. & 12:30 p.m. - 3:00 p.m.,9:00 a.m. - 12:30 p.m. & 12:30 p.m. - 3:00 p.m.,9:00 a.m. - 12:30 p.m. & 12:30 p.m. - 3:00 p.m.,9:00 a.m. - 12:30 p.m. & 12:30 p.m. - 3:00 p.m.,9:00 a.m. - 12:30 p.m. & 12:30 p.m. - 3:00 p.m.,41,316,BK79 /,371.0,8,55,25,73,-73.916018,40.67876,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x07#\xF6\x09\xA0zR\xC0\x9C\xEA\x90\x9B\xE1VD@
B515-GT001,ENY Youth Farm,DPR,Brooklyn,620 Schenck Avenue,At Livonia,11207,3040890013,1933.0,Full Lot,Active,CLOSED,CLOSED,11:00 a.m. to 3:00 p.m.,11:00 a.m. to 3:00 p.m.,11:00 a.m. to 3:00 p.m.,11:00 a.m. to 3:00 p.m.,11:00 a.m. to 2:00 p.m.,42,305,BK82 /,1124.0,8,60,19,75,-73.886831,40.665272,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x0E\x85\xCF\xD6\xC1xR\xC0\xE4x\x05\xA2\x27UD@
B471-GT001,Green Gems,DPR,Brooklyn,147 Fountain Avenue,Glenmore Ave. & Liberty Ave.,11208,2041910008,1600.0,Full Lot,Active,CLOSED,10:00a.m.- 12:00p.m. & 9:00 a.m. - 4:00 p.m.,10:00a.m.- 12:00p.m. & 9:00 a.m. - 4:00 p.m.,10:00a.m.- 12:00p.m. & 9:00 a.m. - 4:00 p.m.,10:00a.m.- 12:00p.m. & 9:00 a.m. - 4:00 p.m.,10:00a.m.- 12:00p.m. & 9:00 a.m. - 4:00 p.m.,CLOSED,37,305,BK82 /,1196.0,7,54,19,75,-73.875415,40.676659,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00b\xDB\xA2\xCC\x06xR\xC0\xA6\xC5\x19\xC3\x9CVD@
B413-GT001,Betty's Community Garden at Hull Street,DPR,Brooklyn,227 Hull Street,Mother Gaston & Broadway,11233,3015350050,1842.0,Full Lot,Active,10:00 a.m. - 2:00 p.m.,11:00 a.m. -  1:00 p.m.,CLOSED,CLOSED,CLOSED,CLOSED,10:00 a.m. -12:00 p.m. & 4:00 p.m. - 6:00 p.m.,37,316,BK79 /,369.0,8,55,25,73,-73.907681,40.68014,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xD6\x8C\x0Cr\x17zR\xC0\xC7Y\xD8\xD3\x0EWD@
B440-GT001,Amboy Street Garden,DPR,Brooklyn,208 Amboy Street,between Blake & Herzl,11212,3035390051,2500.0,Full Lot,Active,11:00 a.m. -  4:00 p.m.,CLOSED,CLOSED,CLOSED,11:00 a.m. -  4:00 p.m.,11:00 a.m. -  4:00 p.m.,11:00 a.m. -  4:00 p.m.,41,316,BK81 /,902.0,8,55,25,73,-73.913836,40.665361,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x15z\xFDI|zR\xC0U\x84\x9B\x8C*UD@
B438-GT001,721 Decatur Street Community Garden,DPR,Brooklyn,721 Decatur Street,Thomas Boyland Ave & Decatur St.,11233,3015030001,1920.0,Full Lot,Active,10:00 a.m. - 3:00 p.m.,CLOSED,CLOSED,CLOSED,8:00 a.m - 1:00 p.m,CLOSED,8:00 a.m - 1:00 p.m,41,316,BK79 /,373.0,8,55,25,73,-73.914086,40.683677,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xD0\xEE\x90b\x80zR\xC0\x84\x03Z\xBA\x82WD@
B410-GT001,Backyard Garden,DPR,Brooklyn,69 Hamilton Avenue,At Van Brunt Street,11231,3003520006,940.0,Full Lot,Active,10:00 a.m. to 3:00 p.m.,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,10:00 a.m. to 3:00 p.m.,39,306,BK33 /,51.0,10,51,26,76,-74.005585,40.683223,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00H\x160\x81[\x80R\xC0\x00p\xEC\xD9sWD@
Q484-GT002,Far Rock Urban Agro-Education Center,DPR,Queens,378 Beach 45th Street,corner of Beach Channel Drive,11691,4158370051,3804.0,,Active,CLOSED,9:00a - 12:30p & 1:30p - 3:00p,9:00a - 12:30p & 1:30p - 3:00p,9:00a - 12:30p & 1:30p - 3:00p,9:00a - 12:30p & 1:30p - 3:00p,9:00a - 12:30p & 1:30p - 3:00p,9:00a - 12:30p & 1:30p - 3:00p,31,414,QN12 /,972.04,5,31,10,101,-73.776495,40.595195,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00{\xA0\x15\x18\xB2qR\xC0\x10\xDF\x89Y/LD@
M180-GT001,RING - Riverside Inwood Neighborhood Garden,DPR,Manhattan,236 Dyckman Street,"Riverside Drive, Dyckman, Broadway, Seaman",10034,,,,Active,9:00 a.m. - 12:00 p.m. & 2:00 p.m. - 6:00 p.m.,10:00 a.m. - 12:00 p.m.,10:00 a.m. - 12:00 p.m. & 3:30 p.m. - 6:30 p.m.,2 :00 p.m. - 4:00 p.m. &  5:30 p.m. - 6:30 p.m.,10:30 a.m. - 12: 30 p.m. & 4:00 p.m. - 5:00 p.m.,9:00 a.m. - 12:00 p.m. & 2:00 p.m. - 4:00 p.m.,9:00 a.m. - 2:00 p.m.,10,112,MN35 /,287.0,13,71,31,34,-73.927727,40.86591,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00p\x27\x11\xE1_{R\xC0\xC4\xA3\x8D#\xD6nD@
B486-GT001,Green Valley Garden,DPR,Brooklyn,93 New Lots Avenue,Powell Street and Sachman Street,11212,3038570027,1549.0,Full Lot,Active,,10:00 a.m. - 1:00 p.m.,10:00 a.m. - 1:00 p.m.,10:00 a.m. - 1:00 p.m.,10:00 a.m. - 1:00 p.m.,10:00 a.m. - 1:00 p.m.,10:00 a.m. - 1:00 p.m.,42,316,BK81 /,920.0,8,55,19,73,-73.901811,40.658185,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x13\x0B|E\xB7yR\xC0\xE0\xDB\xF4g?TD@
MGT088,University Neighborhood High School,DOE,Manhattan,198 MONROE STREET,Montgmery Street Gouveneur Street,10002,1002590044,,,Not GreenThumb,,,,,,,,1,103,MN28 /,2.02,10,65,27,7,-73.984118,40.712251,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xEAY\x10\xCA\xFB~R\xC0\x8D\xC5o\x0A+[D@
MGT043,Juan Alonso Community Garden,PRI,Manhattan,565 WEST 51 STREET,51st/11th Avenue,10019,1010800001,,,Not GreenThumb,,,,,,,,3,104,MN15 /,135.01,12,67,47,18,-73.993765,40.766507,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x004\xBA\x83\xD8\x99\x7FR\xC0\xD9\x93\xC0\xE6\x1CbD@
MGT031,Toyota Childrens Learning Garden (Coradan Evaeden),NYRP,Manhattan,603 East 11th Street,Avenues B & C,10009,1003940067,,,Active,10:00a - 8:00p,10:00a - 8:00p,10:00a - 8:00p,10:00a - 8:00p,10:00a - 8:00p,10:00a - 8:00p,10:00a - 8:00p,2,103,MN28 /,28.0,10,74,27,9,-73.979002,40.727478,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xFE-\x01\xF8\xA7~R\xC0\x9CG\xC5\xFF\x1D]D@
MGT016,El Sitio Feliz (The Happy Place),ACS/PRI,Manhattan,203 East 104th Street,2nd & 3rd Avenues,10029,1016540005,,,Not GreenThumb,,,,,,,,8,111,MN33 /,170.0,13,68,29,23,-73.944761,40.790151,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00Rb\xD7\xF6v|R\xC0j\xF3\xFF\xAA#eD@
MGT008,Carver Community Garden,MLT,Manhattan,236-242 East 124th Street,2nd & 3rd Avenues,10035,1017880032,,,Active,,,,,,,,8,111,MN34 /,194.0,13,68,30,25,-73.934981,40.802215,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00hX\x8C\xBA\xD6{R\xC0)\xAE*\xFB\xAEfD@
MGT004,Albert's Garden,MLT,Manhattan,16-18 East 2nd Street,Bowery & 2nd Avenue,10003,1004580041,,,Active,10:00a - 4:00p,,10:00a - 5:00p,10:00a - 1:00p,,4:00p - 7:00p,10:00a - 1:00p & 4:00p - 7:00p,2,103,MN22 /,36.02,10,66,27,9,-73.991067,40.725429,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00EIH\xA4m\x7FR\xC0\xF5H\x83\xDB\xDA\x5CD@
M410-GT001,Sage's Garden,DPR,Manhattan,281 East 4th Street,Ave B & Ave. C,10009,1003870046,,,Active,1:00 p.m. - 5:00 p.m.,,,,,,10:00 a.m. - 4:00 p.m.,2,103,MN28 /,26.01,10,74,27,9,-73.980872,40.722823,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xFAcZ\x9B\xC6~R\xC0\xF8\xE5\xCCv\x85\x5CD@
M403-GT001,Walter Miller III Memorial Garden (La Casa Frela),DPR,Manhattan,13 West 119th Street,5th and Lenox Ave.,10026,1017180031,1150.0,Full Lot,Active,12:00 p.m. - 2:00 p.m.,4:00 p.m. - 6:00 p.m.,5:00 p.m. - 7:00 p.m.,5:00 p.m. - 7:00 p.m.,4:00 p.m. - 6:00 p.m.,4:00 p.m. - 6:00 p.m.,12:00 p.m. - 2:00 p.m.,9,110,MN11 /,200.0,13,70,30,28,-73.945556,40.803011,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00X\x22P\xFD\x83|R\xC0\x02\xAA\x7F\x10\xC9fD@
M400-GT001,Luigi's Garden of Love,DPR,Manhattan,227 West 115th Street,,10026,1001831016,,,Active,7:00 a.m. - 9:30 p.m.,5:00 p.m. - 7:30 p.m.,5:00 p.m. - 7:30 p.m.,5:00 p.m. - 7:30 p.m.,5:00 p.m. - 7:30 p.m.,5:00 p.m. - 7:30 p.m.,7:00 a.m. - 9:30 p.m.,9,110,MN11 /,218.0,13,70,30,28,-73.954354,40.803355,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xA2\xB3\xCC\x22\x14}R\xC0\x00\x0A.V\xD4fD@
M358-GT001,First Street Garden,DPR,Manhattan,48 East 1st Street,1st & 2nd Avenues,10003,1004430053,,,Active,11:00 a.m. - 4:00 p.m.,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,11:00 a.m. - 4:00 p.m.,2,103,MN22 /,36.02,10,66,27,9,-73.989606,40.724013,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x009{g\xB4U\x7FR\xC0~p>u\xAC\x5CD@
M357-GT001,Los Amigos,DPR,Manhattan,221 East 3rd Street,Avenue B & C,10009,1003860060,,,Active,CLOSED,CLOSED,11:00 a.m. - 3:00 p.m.,11:00 a.m. - 3:00 p.m.,11:00 a.m. - 3:00 p.m.,11:00 a.m. - 3:00 p.m.,11:00 a.m. - 3:00 p.m.,2,103,MN28 /,26.01,10,65,27,9,-73.982027,40.722513,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x7F2\xC6\x87\xD9~R\xC0\xAA\xF7TN{\x5CD@
M349-GT001,West 123rd Street Community Garden,DPR,Manhattan,116 W. 123rd Street,Lenox & Adam Clayton Powell,10027,1019070042,,,Active,11:00 a.m. - 3:00 p.m.,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,10:00 a.m. - 4 :00 p.m.,9,110,MN11 /,222.0,13,70,30,28,-73.94754,40.806684,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xB9\xE9\xCF~\xA4|R\xC0n\x1A\xDBkAgD@
M345-GT001,Kenkeleba Memory Garden,DPR/FDNY,Manhattan,212 East 3rd Street,Avenue B & C,10009,1003850011,,,Active,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,11:00 a.m. - 5:00 p.m.,11:00 a.m. - 5:00 p.m.,2,103,MN28 /,22.02,10,65,27,9,-73.982676,40.722299,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x1A\xA4\xE0)\xE4~R\xC0{w+Kt\x5CD@
M341-GT001,Garden of Love,DPR,Manhattan,304 West 116th Street,Fredrick Douglass Blvd. & Manhattan Avenue,10026,1018480055,,,Active,10:00 a.m. - 7:00 p.m.,,,6:00 p.m. - 8.00 p.m.,,,10:00 a.m. - 7:00 p.m.,9,110,MN11 /,201.02,13,70,30,28,-73.956109,40.80442,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00R\x9A\xCD\xE30}R\xC0\xC9\x1F\x0C<\xF7fD@
M332-GT001,Secret Garden,DPR,Manhattan,293 East 4th Street,At Avenue C,10009,1003870040,,,Active,10:00 a.m. - 3:00 p.m.,10:00 a.m. - 12:00 p.m.,10:00 a.m. - 12:00 p.m.,10:00 a.m. - 12:00 p.m.,10:00 a.m. - 12:00 p.m.,10:00 a.m. - 12:00 p.m.,10:00 a.m. - 3:00 p.m.,2,103,MN28 /,26.01,10,74,27,9,-73.98036,40.722494,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x9F\x93\xDE7\xBE~R\xC02\xC7\xF2\xAEz\x5CD@
M320-GT001,Gatehouse Garden,DPR,Manhattan,1195 Amsterdam Ave,118th and 119th St.,10027,1019620035,6350.0,,Active,10::00 a.m.. - 2:00 p.m.,CLOSED,3:00 p..m. - 6:00 p..m.,3:00 p..m. - 6:00 p..m.,CLOSED,4:00 p..m. - 6:00 p..m.,10::00 a.m.. - 2:00 p.m.,7,109,MN09 /,207.01,13,69,30,26,-73.959582,40.808437,"\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00#\xF5\x9E\xCAi}R\xC0,\xF0\x15\xDDzgD@"
M312-GT001,Francisco “Pancho” Ramos Community Garden,DPR,Manhattan,703 East 9th Street,At Avenue C,10009,1003790001,,,Active,12:00 p.m. - 6:00 p.m.,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,12:00 p.m. - 6:00 p.m.,2,103,MN28 /,28.0,10,74,27,9,-73.977534,40.725279,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x99.\xC4\xEA\x8F~R\xC0\xDE\xBC8\xF1\xD5\x5CD@
M307-GT001,West 87th Street Park & Garden,DPR,Manhattan,55 West 87th Street,CPW & Columbus,10024,1012010006,,,Active,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,CLOSED,6,107,MN12 /,173.0,12,69,47,24,-73.970926,40.787089,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x835\xCE\xA6#~R\xC0K\x05\x15U\xBFdD@
M281-GT001,Clinton Community Garden,DPR,Manhattan,436 West 48th Street,9th & 10th Avenues,10036,1010570050,,,Active,7:00 a.m. - 8:00 p.m.,,,,,,7:00 a.m. - 8:00 p.m.,3,104,MN15 /,127.0,12,75,47,18,-73.991737,40.762777,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xECNw\x9Ex\x7FR\xC0\x0C\x92>\xAD\xA2aD@
XGT091,Ujamaa Northeast Community Garden,DOT,Bronx,3601 Marolla Place,,10466,2049220087,10748.0,Full Lot,Active,,,,,,,,12,212,BX03 /,484.01,14,83,36,47,-73.834892,40.884047,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00J\xEC\xDA\xDEnuR\xC0?\x90\xBCs(qD@
XGT039,New Roots Community Farm,DOT,Bronx,670 Grand Concourse,corner of East 153rd St.,10451,2024580001,19365.0,Partial Lot,Active,,9:00 a.m. - 2:00 p.m.,9:00 a.m. - 2:00 p.m.,9:00 a.m. - 2:00 p.m.,9:00 a.m. - 2:00 p.m.,9:00 a.m. - 2:00 p.m.,10:00 a.m. - 3:00 p.m.,16,204,BX14 /,59.02,15,84,29,44,-73.925492,40.821447,"\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00k-\xCCB;{R\xC0\xDA2\xE0,%iD@"
XGT036,Oasis on the Green,BLT,Bronx,1981 Lafontaine Ave.,E. 178th & LaFontaine Avenue,10457,2030600039,,,Active,3:00 p.m. to 7:00 p.m.,1 p.m. to 3 p.m.,,,,3:00 p.m. to 8:00 p.m.,2:00 p.m. to 8:00 p.m.,15,206,BX17 /,375.04,15,86,32,48,-73.894249,40.84717,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xC4^(`;yR\xC0{\x13\x0A\x11plD@
XGT023,Creston Jungle Playground,NYRP,Bronx,2242 Creston Avenue,E 182nd & E 183rd,10453,2031630005,,,Active,,,,,,,,14,205,BX40 /,237.04,15,86,33,46,-73.901254,40.856629,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xE8\xD8A%\xAEyR\xC0\x10\xE7\xE1\x04\xA6mD@
X363-GT001,Centro Cultural Rincon Criollo,DPR,Bronx,749 Brook Avenue,corner of E. 157th St.,10451,2023640056,3565.0,,Active,1:00 p.m. - 4:00 p.m.,CLOSED,CLOSED,9:00 a.m. - 11:00 a.m.,CLOSED,4:00 p.m. - 6:00 p.m.,1:00 p.m. - 4:00 p.m.,17,201,BX34 /,71.0,15,79,32,40,-73.912035,40.820578,"\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\xACs\x0C\xC8^zR\xC0\x95\xE8,\xB3\x08iD@"
X361-GT001,Synergi Urban Garden,DPR,Bronx,1211 Hoe Avenue,Home Street & Freeman Street,10459,2029790035,2144.0,Full Lot,Active,9:00 a.m. - 2:00 p.m.,,8:00 a.m. - 1:00 p.m.,,,1:00 p.m. - 5:00 p.m.,10:00 a.m. - 4:00 p.m.,17,203,BX35 /,125.0,15,85,32,42,-73.89113,40.829124,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00\x02\x9F\x1FF\x08yR\xC0\x13*8\xBC jD@
X349-GT001,Jardin la Roca,DPR,Bronx,438 East 160th Street,between Elton Ave. and Melrose Ave.,10451,2023810019,,,Active,12:00 p.m. - 4:00 p.m.,10:00 a.m. - 12:00 p.m,10:00 a.m. - 12:00 p.m. & 4:00 p.m. - 6:00 p.m.,10:00 a.m. - 12:00 p.m. & 4:00 p.m. - 6:00 p.m.,4:00 p.m. - 6:00 p.m.,2:00 p.m. - 9:00 p.m.,2:00 p.m. - 9:00 p.m.,17,203,BX35 /,141.0,15,79,32,42,-73.912985,40.823206,\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x00\x01\x00\x00\x00E/\xA3XnzR\xC0|\xEFo\xD0^iD@
